1599597685,72.6,22.5
1599597701,72.6,22.4
1599597711,72.7,22.5
1599597722,72.7,22.4
1599597732,72.7,22.4
1599597743,72.7,22.4
1599597753,72.8,22.4
1599597764,72.9,22.4
1599597774,72.5,22.4
1599597785,72.4,22.4
1599597796,70.9,22.4
1599597806,70.7,22.3
1599597817,70.3,22.3
1599597827,70.3,22.3
1599597838,70.1,22.2
1599597848,70.1,22.2
1599597859,69.7,22.1
1599597869,69.3,22.1
1599597880,69.4,22.1
1599597890,69.5,22.0
1599597901,69.4,22.0
1599597911,69.5,22.0
1599597922,69.6,21.9
1599597932,69.5,21.9
1599597943,69.2,21.8
1599597953,69.1,21.8
1599597964,3311.2,10.9
1599597975,68.8,21.7
1599597985,68.7,21.7
1599597996,68.6,21.7
1599598006,68.6,21.7
1599598017,68.5,21.6
1599598030,68.3,21.6
1599598040,68.2,21.5
1599598051,68.2,21.5
1599598061,68.3,21.5
1599598074,68.0,21.4
1599598085,68.0,21.4
1599598095,68.0,21.4
1599598106,68.0,21.4
1599598117,68.0,21.4
1599598127,67.9,21.3
1599598138,67.7,21.3
1599598148,67.7,21.3
1599598159,67.5,21.3
1599598169,67.6,21.2
1599598185,67.4,21.2
1599598195,67.4,21.2
1599598206,67.5,21.2
1599598216,67.5,21.2
1599598229,67.3,21.1
1599598240,67.3,21.1
1599598250,67.2,21.1
1599598261,67.2,21.1
1599598272,67.1,21.1
1599598282,67.0,21.0
1599598293,66.9,21.0
1599598303,67.1,21.0
1599598314,67.1,21.0
1599598324,67.1,20.9
1599598335,67.0,21.0
1599598345,67.0,20.9
1599598356,67.0,20.9
1599598366,67.1,20.9
1599598377,67.0,20.8
1599598387,67.0,20.8
1599598398,66.9,20.8
1599598408,66.9,20.8
1599598419,67.0,20.8
1599598430,66.8,20.8
1599598440,66.8,20.7
1599598451,66.8,20.7
1599598461,66.9,20.7
1599598472,66.8,20.7
1599598485,66.8,20.7
1599598495,66.7,20.7
1599598506,66.7,20.7
1599598516,66.6,20.7
1599598527,66.6,20.7
1599598537,66.4,20.6
1599598548,66.5,20.6
1599598558,66.5,20.6
1599598569,66.6,20.6
1599598579,66.5,20.6
1599598590,66.5,20.6
1599598601,66.5,20.6
1599598611,66.4,20.6
1599598622,66.4,20.5
1599598632,66.6,20.5
1599598643,66.6,20.5
1599598653,66.5,20.5
1599598664,66.5,20.5
1599598674,66.5,20.5
1599598685,66.4,20.5
1599598698,66.4,20.5
1599598708,66.4,20.4
1599598719,66.2,20.5
1599598729,66.1,20.4
1599598743,66.2,20.4
1599598753,66.3,20.4
1599598764,66.2,20.4
1599598774,66.2,20.4
1599598785,66.3,20.4
1599598798,66.2,20.4
1599598808,66.1,20.3
1599598819,66.3,20.4
1599598829,66.3,20.4
1599598840,66.3,20.4
1599598850,66.2,20.4
1599598863,66.2,20.3
1599598874,66.2,20.3
1599598884,66.2,20.3
1599598895,66.1,20.3
1599598906,66.1,20.3
1599598916,66.2,20.3
1599598927,66.1,20.3
1599598937,66.1,20.3
1599598948,66.1,20.3
1599598958,66.0,20.3
1599598969,66.0,20.3
1599598979,66.1,20.3
1599598990,66.1,20.3
1599599000,66.1,20.3
1599599011,66.0,20.3
1599599021,66.0,20.2
1599599032,66.1,20.2
1599599042,66.1,20.2
1599599053,66.2,20.2
1599599063,66.2,20.2
1599599074,66.2,20.2
1599599085,66.2,20.2
1599599095,66.2,20.2
1599599106,66.3,20.2
1599599116,66.3,20.2
1599599129,66.2,20.2
1599599140,66.2,20.2
1599599150,66.2,20.2
1599599161,66.1,20.2
1599599171,66.1,20.1
1599599182,66.2,20.1
1599599192,66.2,20.1
1599599203,66.2,20.1
1599599213,66.2,20.1
1599599224,66.1,20.1
1599599237,66.0,20.1
1599599253,66.1,20.1
1599599263,66.0,20.1
1599599274,66.0,20.1
1599599284,66.0,20.1
1599599295,66.1,20.1
1599599305,66.1,20.1
1599599316,66.1,20.1
1599599326,66.0,20.0
1599599337,66.1,20.1
1599599347,66.0,20.1
1599599358,66.1,20.1
1599599368,66.0,20.0
1599599379,66.0,20.0
1599599390,66.0,20.0
1599599400,66.0,20.0
1599599411,66.0,20.0
1599599421,66.0,20.0
1599599432,66.0,20.0
1599599442,66.1,20.0
1599599453,3309.8,10.0
1599599466,66.0,20.0
1599599476,66.0,19.9
1599599487,66.0,20.0
1599599497,66.0,20.0
1599599508,65.8,19.9
1599599518,65.8,20.0
1599599531,65.8,19.9
1599599542,65.8,19.9
1599599553,65.9,19.9
1599599563,65.9,19.9
1599599574,66.0,19.9
1599599584,66.0,19.9
1599599595,66.0,19.9
1599599605,66.0,19.9
1599599618,65.9,19.9
1599599629,65.9,19.9
1599599639,65.9,19.9
1599599650,65.9,19.9
1599599663,65.9,19.8
1599599676,65.9,19.8
1599599687,65.9,19.8
1599599697,65.9,19.8
1599599708,66.0,19.8
1599599718,66.0,19.8
1599599729,66.0,19.8
1599599739,66.0,19.8
1599599750,66.0,19.8
1599599760,66.0,19.8
1599599771,66.0,19.8
1599599781,65.9,19.8
1599599792,65.9,19.8
1599599802,65.9,19.8
1599599813,66.0,19.8
1599599823,66.0,19.8
1599599834,66.0,19.8
1599599844,66.1,19.8
1599599855,66.1,19.8
1599599868,66.0,19.8
1599599879,66.0,19.8
1599599889,66.0,19.8
1599599900,66.1,19.8
1599599910,66.0,19.8
1599599921,66.0,19.7
1599599931,66.1,19.8
1599599942,66.1,19.8
1599599952,66.0,19.7
1599599963,66.0,19.7
1599599973,66.1,19.8
1599599984,66.1,19.8
1599599994,66.0,19.7
1599600005,66.0,19.7
1599600015,66.0,19.7
1599600026,66.1,19.7
1599600037,66.1,19.7
1599600047,66.1,19.7
1599600058,66.1,19.7
1599600068,66.1,19.7
1599600079,66.1,19.7
1599600089,66.1,19.7
1599600100,66.1,19.7
1599600110,66.1,19.7
1599600123,66.2,19.7
1599600134,66.2,19.7
1599600144,66.1,19.7
1599600155,66.1,19.7
1599600165,66.1,19.7
1599600176,66.1,19.7
1599600187,66.1,19.7
1599600197,66.1,19.7
1599600208,66.2,19.7
1599600218,66.2,19.7
1599600229,66.2,19.7
1599600239,66.2,19.7
1599600250,66.2,19.7
1599600263,66.2,19.7
1599600273,66.2,19.7
1599600284,66.3,19.7
1599600294,66.2,19.7
1599600305,66.2,19.7
1599600315,66.2,19.7
1599600326,66.2,19.7
1599600336,66.2,19.7
1599600347,66.2,19.7
1599600360,66.1,19.7
1599600371,66.1,19.7
1599600381,66.1,19.7
1599600392,66.1,19.7
1599600402,66.1,19.7
1599600413,66.1,19.7
1599600423,66.1,19.7
1599600434,66.1,19.7
1599600444,66.1,19.7
1599600455,66.1,19.7
1599600465,66.1,19.7
1599600476,66.1,19.7
1599600486,66.1,19.7
1599600497,66.1,19.7
1599600510,66.1,19.7
1599600521,66.0,19.7
1599600531,66.0,19.7
1599600542,66.0,19.6
1599600552,66.0,19.6
1599600563,66.0,19.7
1599600573,66.0,19.6
1599600584,66.0,19.6
1599600594,66.0,19.6
1599600605,66.1,19.6
1599600618,66.1,19.6
1599600628,66.1,19.6
1599600639,66.0,19.6
1599600649,66.0,19.6
1599600660,66.0,19.6
1599600671,66.0,19.6
1599600681,66.0,19.6
1599600692,66.0,19.6
1599600702,66.0,19.6
1599600713,66.0,19.6
1599600726,66.0,19.6
1599600736,66.0,19.6
1599600747,66.1,19.6
1599600757,66.1,19.6
1599600768,66.0,19.5
1599600778,66.1,19.6
1599600789,66.1,19.6
1599600799,66.0,19.6
1599600810,66.0,19.5
1599600820,66.0,19.5
1599600831,66.0,19.5
1599600842,66.0,19.5
1599600852,66.0,19.5
1599600863,66.0,19.5
1599600873,66.0,19.5
1599600884,65.9,19.5
1599600894,66.0,19.5
1599600905,65.9,19.5
1599600915,66.0,19.5
1599600926,66.0,19.5
1599600936,66.0,19.5
1599600947,65.9,19.4
1599600957,66.0,19.4
1599600968,66.0,19.4
1599600978,66.0,19.4
1599600989,66.0,19.4
1599600999,66.0,19.4
1599601010,66.0,19.4
1599601021,66.0,19.4
1599601031,65.9,19.4
1599601042,66.0,19.4
1599601052,66.0,19.4
1599601063,66.0,19.4
1599601073,66.0,19.4
1599601086,66.0,19.4
1599601097,66.0,19.4
1599601107,66.0,19.4
1599601118,66.0,19.4
1599601128,66.0,19.4
1599601141,66.0,19.4
1599601152,66.0,19.4
1599601163,66.0,19.4
1599601173,66.0,19.4
1599601184,66.0,19.4
1599601194,66.0,19.4
