1616402681,51.8
1616402742,51.6
1616402802,51.5
1616402863,50.9
1616402924,52.6
1616402984,54.6
1616403045,57.1
1616403105,59.0
1616403168,63.2
1616403229,63.3
1616403290,65.0
1616403350,65.7
1616403411,67.2
1616403471,68.5
1616403532,69.4
1616403593,69.3
1616403653,69.9
1616403714,70.2
1616403774,70.3
1616403835,69.6
1616403895,70.1
1616403956,69.5
1616404017,70.1
1616404077,70.1
1616404138,70.2
1616404198,70.0
1616404259,70.4
1616404319,70.5
1616404380,70.0
1616404441,69.8
1616404501,70.4
1616404562,70.8
1616404622,71.2
1616404683,71.5
1616404744,71.4
1616404804,71.7
1616404865,72.0
1616404925,72.5
1616404986,71.9
1616405046,73.1
1616405107,73.2
1616405170,74.3
1616405231,74.3
1616405291,74.8
1616405352,74.8
1616405412,74.6
1616405473,74.6
1616405534,74.7
1616405594,74.3
1616405655,74.6
1616405715,74.5
1616405776,74.3
1616405836,74.2
1616405897,74.2
1616405958,74.0
1616406018,73.2
1616406079,72.1
1616406139,71.0
1616406200,70.7
1616406261,70.0
1616406321,70.0
1616406382,69.9
1616406442,70.0
1616406503,70.3
1616406563,71.4
1616406627,72.1
1616406687,72.1
1616406748,72.1
1616406808,73.7
1616406869,74.1
1616406930,75.1
1616406990,75.6
1616407051,76.5
1616407114,77.6
1616407174,77.6
1616407235,77.6
1616407296,77.8
1616407356,78.0
1616407417,78.3
1616407480,77.2
1616407540,77.2
1616407601,76.4
1616407662,76.8
1616407722,76.6
1616407783,75.8
1616407843,74.6
1616407904,73.6
1616407967,72.9
1616408028,72.7
1616408088,73.3
1616408149,72.1
1616408209,70.1
1616408270,69.2
1616408333,70.1
1616408394,70.1
1616408454,71.1
1616408515,72.1
1616408575,71.2
1616408636,72.1
1616408697,71.2
1616408757,72.0
1616408818,70.7
1616408878,72.2
1616408939,71.9
1616409000,71.6
1616409060,71.5
1616409121,70.9
1616409181,70.5
1616409242,69.9
1616409302,70.8
1616409363,70.5
1616409424,72.7
1616409484,73.9
1616409545,74.7
1616409605,75.8
1616409666,77.2
1616409729,71.4
1616409790,71.2
1616409850,67.1
1616409911,64.2
1616409971,63.3
1616410032,64.3
1616410092,65.4
1616410153,66.2
1616410214,66.7
1616410274,67.2
1616410335,69.2
1616410395,70.1
1616410456,69.7
1616410516,69.4
1616410577,68.2
1616410638,69.3
1616410698,67.1
1616410759,65.3
1616410819,62.8
1616410880,62.0
1616410940,61.0
1616411001,59.7
1616411062,59.9
1616411122,58.7
1616411183,58.4
1616411243,57.9
1616411304,56.6
1616411365,57.0
1616411425,57.0
1616411486,56.5
1616411546,56.5
1616411607,56.3
1616411667,55.8
1616411728,55.8
1616411789,55.2
1616411849,55.8
1616411910,55.6
1616411970,55.7
1616412031,55.5
1616412092,55.2
1616412152,55.1
1616412213,55.2
1616412273,55.1
1616412334,55.0
1616412394,55.3
1616412455,55.2
1616412516,55.0
1616412576,55.5
1616412637,55.4
1616412697,55.0
1616412758,54.4
1616412818,54.6
1616412879,55.3
1616412940,55.6
1616413000,55.4
1616413061,55.0
1616413121,54.2
1616413182,54.3
1616413242,53.7
1616413303,52.6
1616413364,53.1
1616413424,53.0
1616413485,52.7
1616413545,53.9
1616413606,54.6
1616413667,55.6
1616413727,56.4
1616413788,58.2
1616413848,59.3
1616413909,60.5
1616413969,61.0
1616414030,61.6
1616414091,62.9
1616414151,63.4
1616414212,63.0
1616414272,65.2
1616414333,67.2
1616414393,68.6
1616414454,70.0
1616414515,70.8
1616414575,71.9
1616414636,72.1
1616414701,72.2
1616414762,72.1
1616414822,71.1
1616414883,70.8
1616414944,68.4
1616415007,66.2
1616415067,66.2
1616415128,66.5
1616415191,67.5
1616415252,67.6
1616415312,68.4
1616415373,68.6
1616415433,69.0
1616415494,68.4
1616415555,66.3
1616415615,66.5
1616415676,65.5
1616415736,64.5
1616415797,64.9
1616415857,64.5
1616415918,64.5
1616415978,64.2
1616416039,62.8
1616416100,62.7
1616416160,62.7
1616416228,62.2
1616416289,62.2
1616416350,61.5
1616416410,60.8
1616416471,62.0
1616416531,62.2
1616416592,62.9
1616416652,63.5
1616416713,63.8
1616416774,65.3
1616416834,64.7
1616416895,63.2
1616416955,64.2
1616417016,63.9
1616417077,63.4
1616417137,63.6
1616417198,63.1
1616417258,63.2
1616417319,62.7
1616417379,62.9
1616417440,62.2
1616417501,61.8
1616417561,61.5
1616417622,61.6
1616417682,60.6
1616417743,60.8
1616417803,60.9
1616417864,60.6
1616417925,59.4
1616417985,59.5
1616418048,57.7
1616418109,57.8
1616418169,57.1
1616418230,56.9
1616418291,55.8
1616418351,54.6
1616418412,55.2
1616418472,54.5
1616418533,54.1
1616418594,54.0
1616418654,54.5
1616418715,55.7
1616418775,54.8
1616418836,55.5
1616418897,57.0
1616418957,58.5
1616419018,60.4
1616419078,61.7
1616419139,63.4
1616419199,65.0
1616419260,63.9
1616419321,60.9
1616419381,58.3
1616419442,59.8
1616419502,61.9
1616419563,64.6
1616419623,66.7
1616419684,67.7
1616419745,67.9
1616419805,68.2
1616419866,68.1
1616419926,69.2
1616419987,69.5
1616420048,70.0
1616420108,70.2
1616420169,70.4
1616420229,71.1
1616420290,70.6
1616420351,70.6
1616420411,71.1
1616420472,71.6
1616420532,72.1
1616420593,72.7
1616420653,72.4
1616420717,73.9
1616420777,73.9
1616420838,74.4
1616420898,75.2
1616420959,75.7
1616421019,76.5
1616421080,76.5
1616421141,76.8
1616421201,77.3
1616421262,77.7
1616421322,77.9
1616421383,78.8
1616421444,78.1
1616421504,79.2
1616421565,79.8
1616421625,80.1
1616421686,78.5
1616421747,81.1
1616421807,81.4
1616421868,80.8
1616421928,81.3
1616421989,81.4
1616422049,80.9
1616422110,80.4
1616422171,80.1
1616422231,80.4
1616422292,81.5
1616422352,82.2
1616422413,82.6
1616422476,83.4
1616422539,83.2
1616422600,83.2
1616422660,83.1
1616422721,82.8
1616422781,80.0
1616422845,73.0
1616422905,72.9
1616422966,70.7
1616423026,68.4
1616423087,66.9
1616423147,65.8
1616423208,64.8
1616423269,64.1
1616423329,64.1
1616423390,65.1
1616423450,66.3
1616423511,68.5
1616423571,69.5
1616423632,69.9
1616423693,68.9
1616423753,66.9
1616423814,65.7
1616423874,66.8
1616423935,67.7
1616423996,67.6
1616424056,69.0
1616424117,70.6
1616424177,72.6
1616424238,74.9
1616424298,76.9
1616424359,79.1
1616424420,81.2
1616424480,83.5
1616424541,85.1
1616424601,85.7
1616424662,86.9
1616424722,87.8
1616424783,87.6
1616424844,87.8
1616424904,88.3
1616424965,88.8
1616425025,87.8
1616425086,88.9
1616425147,88.4
1616425207,88.3
1616425268,89.1
1616425328,89.2
1616425389,89.5
1616425449,89.4
1616425510,88.7
1616425571,86.7
1616425631,83.6
1616425692,81.3
1616425752,79.1
1616425813,77.7
1616425873,77.6
1616425934,76.2
1616425995,73.0
1616426055,71.1
1616426116,68.8
1616426176,66.8
1616426237,66.0
1616426298,65.6
1616426358,65.3
1616426419,65.5
1616426482,66.3
1616426542,66.3
1616426603,66.5
1616426664,66.3
1616426724,66.7
1616426785,66.3
1616426845,65.4
1616426906,65.3
1616426966,65.0
1616427027,64.8
1616427088,64.3
1616427148,62.9
1616427209,61.9
1616427269,62.0
1616427330,62.4
1616427390,62.6
1616427451,63.1
1616427512,63.3
1616427572,64.0
1616427633,65.0
1616427693,66.0
1616427754,67.3
1616427814,69.2
1616427875,70.7
1616427936,72.1
1616427996,73.1
1616428059,76.7
1616428120,76.7
1616428180,76.9
1616428241,78.3
1616428302,79.7
1616428362,80.5
1616428423,81.0
1616428483,80.0
1616428544,81.2
1616428610,83.8
1616428670,83.9
1616428731,84.7
1616428791,85.2
1616428857,85.4
1616428918,85.3
1616428978,85.5
1616429039,86.3
1616429099,86.0
1616429160,85.5
1616429221,85.2
1616429281,84.1
1616429342,83.5
1616429402,83.2
1616429463,84.1
1616429523,85.0
1616429584,85.1
1616429645,85.5
1616429705,84.7
1616429766,85.7
1616429826,86.7
1616429887,88.1
1616429947,88.7
